,Time,"I(1,7) tq = linear flat","I(1,7) tq = 10","I(1,7) tq = 100"
386,0.386,0.010306762716610754,0.11864459199064892,0.049458358811733105
387,0.387,0.010537789941643144,0.11734836084455191,0.05067077121544983
388,0.388,0.01074865236707831,0.11631172194739192,0.05197837304770103
389,0.389,0.010942585904466243,0.11555810392920662,0.053374070823047126
390,0.39,0.01112513875943652,0.11510286821721172,0.05485432510458621
391,0.391,0.011302925128323801,0.11495171148340322,0.056415635951102994
392,0.392,0.011482208801625912,0.11509951207363622,0.058050743196027765
393,0.393,0.01166755083158598,0.11552979510381389,0.05974529138549034
394,0.394,0.011860743271035534,0.11621491526324346,0.06147556598389414
395,0.395,0.012060205582707734,0.11711697647850938,0.06320770480243443
396,0.396,0.01226094949196492,0.11818943155473072,0.06489855981961079
397,0.397,0.012455131597827157,0.11937923890565083,0.06649815339324217
398,0.398,0.012633121427327587,0.12062940226362073,0.0679534567654334
399,0.399,0.012784926955941522,0.12188168651131803,0.06921303448966698
400,0.4,0.012901752408753353,0.12307929107039606,0.07023196594523706
401,0.401,0.012977428071089342,0.12416927265522903,0.07097639686949453
402,0.402,0.013009461054408797,0.12510454063086496,0.0714271084425735
403,0.403,0.012999514744275784,0.1258452972803703,0.07158162429328652
404,0.404,0.012953225720781975,0.12635985622412482,0.07145459128571297
405,0.405,0.012879389275217062,0.12662483755063403,0.07107643056675761
406,0.406,0.012788659522460985,0.12662479989551312,0.07049050963676107
407,0.40700000000000003,0.012691991735849548,0.12635142074106243,0.06974928324810004
408,0.40800000000000003,0.01259908880218702,0.12580237196852329,0.06890995520949272
409,0.40900000000000003,0.012517100191106897,0.12498005647506116,0.06803021333960646
410,0.41000000000000003,0.01244976972146039,0.12389037423242599,0.06716449879319264
411,0.41100000000000003,0.012397150574084609,0.12254167454297549,0.0663611189041553
412,0.41200000000000003,0.01235591518126744,0.1209440274189102,0.06566033689938555
413,0.41300000000000003,0.0123201954217282,0.11910891209720642,0.06509340786334661
414,0.41400000000000003,0.01228280606512068,0.11704937501450763,0.06468240569299055
415,0.41500000000000004,0.012236642740872744,0.11478065342918986,0.06444061664688983
416,0.41600000000000004,0.01217601521518416,0.1123211959377779,0.06437326507693353
417,0.417,0.012097684910463383,0.10969394165942603,0.06447837759735053
418,0.418,0.012001424085861731,0.10692765355390521,0.06474766515526609
419,0.419,0.011889996638373312,0.104058049195358,0.06516738475301875
420,0.42,0.011768562805633931,0.10112844729573567,0.0657192109770337
421,0.421,0.011643612732149491,0.09818966265277473,0.06638118535084336
422,0.422,0.011521617296249564,0.09529894412952544,0.06712881230165779
423,0.423,0.011407634044889231,0.09251786017115982,0.0679363383112852
424,0.424,0.011304114664776627,0.08990918442641571,0.06877819768832327
425,0.425,0.011210129135485955,0.08753299995301633,0.0696305498978167
426,0.426,0.011121157250284966,0.0854423959358035,0.07047278410473456
427,0.427,0.011029510209739926,0.08367924455169229,0.07128883720814383
428,0.428,0.010925344484646105,0.08227058983208346,0.07206816785197023
429,0.429,0.010798129461019573,0.08122613749084173,0.07280625163855248
430,0.43,0.010638344127785734,0.08053720265705322,0.0735045089837294
431,0.431,0.010439122998981504,0.0801772679538102,0.07416964039614682
432,0.432,0.010197563446121022,0.08010406250695079,0.07481241553490126
433,0.433,0.009915454512371746,0.08026284169398878,0.07544603175241127
434,0.434,0.009599286550208128,0.08059037892969922,0.07608421447537528
435,0.435,0.0092595317912125,0.08101911384096283,0.07673926696556677
436,0.436,0.008909318291785276,0.08148094941530226,0.07742028530684641
437,0.437,0.008562723933110958,0.08191033565279793,0.07813173470564316
438,0.438,0.00823297337427678,0.08224647418103515,0.07887253849780151
439,0.439,0.007930822925236988,0.08243467275163785,0.07963576833763164
440,0.44,0.00766337208381053,0.08242702583297512,0.08040895194978648
441,0.441,0.007433459209371052,0.08218267571900362,0.08117494341004283
442,0.442,0.007239698683844081,0.08166792001801182,0.08191323930954186
443,0.443,0.0070771142152875055,0.08085639450289439,0.08260157938663526
444,0.444,0.0069382325114270005,0.07972949798676887,0.08321764639161155
445,0.445,0.00681443592305972,0.0782771561606106,0.08374067819964992
446,0.446,0.006697341185433331,0.07649895302973153,0.08415282439736349
447,0.447,0.006579979045762158,0.07440559163978344,0.08444011760360282
448,0.448,0.006457595512242453,0.07202057435105791,0.08459298430446105
449,0.449,0.006327971950231048,0.06938190988738224,0.08460628803594128
450,0.45,0.006191253933926333,0.06654355644924925,0.08447897397342863
451,0.451,0.006049369145502054,0.06357620322250568,0.08421345837575855
452,0.452,0.005905184514797837,0.060566896711240936,0.08381496351698237
453,0.453,0.0057615892373240885,0.057616970636082954,0.08329102063389326
454,0.454,0.005620688760866521,0.054837790613163295,0.08265133540322034
455,0.455,0.005483259385705791,0.05234403320837233,0.08190812889043908
456,0.456,0.0053485539746125355,0.050244621101883435,0.08107694406868293
457,0.457,0.005214479097835484,0.04863202129155386,0.08017777124760417
458,0.458,0.005078094974179298,0.0475712895228082,0.07923623018469583
459,0.459,0.004936332140177274,0.04709081791192937,0.07828448396006082
460,0.46,0.004786780989354714,0.04717693764609987,0.07736156766225499
461,0.461,0.004628397884685387,0.047774078951718035,0.07651289190627075
462,0.462,0.004461987032863643,0.04879101817702658,0.07578880753459405
463,0.463,0.004290358934276081,0.05011213109122026,0.07524226328242001
464,0.464,0.004118127038812119,0.05161115498711655,0.0749257218349536
465,0.465,0.003951172740093628,0.053164402904377184,0.07488759861732819
466,0.466,0.0037958713184138987,0.05466092041010473,0.07516854116687977
467,0.467,0.0036582153759937563,0.05600838421008314,0.07579787622846168
468,0.468,0.003542989496934379,0.05713493986202456,0.07679052602097747
469,0.46900000000000003,0.003453138117496618,0.05798811674894644,0.07814464683347488
470,0.47000000000000003,0.00338943157722274,0.05853227304076414,0.0798401837317817
471,0.47100000000000003,0.0033504809926520746,0.05874585402894217,0.08183847313097237
472,0.47200000000000003,0.003333091076256081,0.058619341183167695,0.0840829652286299
473,0.47300000000000003,0.0033328817526650234,0.05815432463142056,0.0865010827068945
474,0.47400000000000003,0.003345063931395817,0.057363752497247456,0.08900718020839238
475,0.47500000000000003,0.003365229891249738,0.05627312839831544,0.09150651815261202
476,0.47600000000000003,0.0033900195240125774,0.054922238932852085,0.09390010940884486
477,0.47700000000000004,0.0034175510442124024,0.0533668803750772,0.09609023122197369
478,0.47800000000000004,0.003447553795244973,0.05168000244101989,0.0979863111824828
479,0.47900000000000004,0.0034812007324835637,0.04995168534704075,0.09951079438568255
480,0.48,0.0035206950558381578,0.04828740932820352,0.10060449194060672
481,0.481,0.0035687066329740946,0.04680416802583165,0.10123083028907076
482,0.482,0.0036277720301604033,0.0456241374542522,0.10137841440775519
483,0.483,0.0036997666342267754,0.0448658748220524,0.10106143431024506
484,0.484,0.003785533251806056,0.04463342783316682,0.10031770477986202
485,0.485,0.00388471602204378,0.04500430713868553,0.09920450216671706
486,0.486,0.003995809096514286,0.046017962649900546,0.0977927625037045
487,0.487,0.004116392991450113,0.04766702276922574,0.0961605166711168
488,0.488,0.004243502960133622,0.04989376032320403,0.09438656440891635
489,0.489,0.004374056573587207,0.05259364928072485,0.09254529267477185
490,0.49,0.004505263502914192,0.055626320636834925,0.09070325839090487
491,0.491,0.00463494906009182,0.05883210791261262,0.0889177636865589
492,0.492,0.004761742566945393,0.0620506129110886,0.08723725044387676
493,0.493,0.0048851088630936235,0.06513723837462837,0.0857030124111724
494,0.494,0.00500523179429721,0.0679746587834954,0.0843515199977175
495,0.495,0.005122787010911928,0.07047810415747158,0.08321659651742364
496,0.496,0.005238662308910819,0.07259513569958354,0.08233076950125895
497,0.497,0.005353692432141469,0.07430164075243095,0.08172531974904562
498,0.498,0.005468469363897943,0.07559598459047179,0.08142882195987067
499,0.499,0.005583269647602904,0.07649291411411652,0.08146426476419266
500,0.5,0.005698111687140031,0.07701825653611605,0.08184510739358875
501,0.501,0.005812925259763332,0.07720492321708172,0.08257083802247445
502,0.502,0.005927790049672588,0.07709031258568355,0.08362272349966382
503,0.503,0.0060431854868713275,0.07671492299617533,0.08496047629394743
504,0.504,0.00616019280895827,0.07612182043573401,0.08652051860920995
505,0.505,0.006280600736143477,0.0753565360332803,0.08821640764931715
506,0.506,0.006406884627286058,0.07446697724617002,0.08994180979614574
507,0.507,0.0065420507852640974,0.07350301101878898,0.09157617778500549
508,0.508,0.006689358655423028,0.0725155036552938,0.09299298954718449
509,0.509,0.006851951367167458,0.07155476331575417,0.09407004702546273
510,0.51,0.007032438157256599,0.07066850354257725,0.09470092319681078
511,0.511,0.007232480322850454,0.0698996004807817,0.09480624165187235
512,0.512,0.007452435376838817,0.0692840190179198,0.0943431846643048
513,0.513,0.007691111732534672,0.0688493019659332,0.09331159724488458
514,0.514,0.007945677990312427,0.06861393061691112,0.09175540443283703
515,0.515,0.008211756229063977,0.06858767780486397,0.0897587942309126
516,0.516,0.008483707655743189,0.06877282594207312,0.08743758454469475
517,0.517,0.008755092670352474,0.06916588909824684,0.08492711140663645
518,0.518,0.00901925854840982,0.06975934998239652,0.08236856961765382
519,0.519,0.009269981017893829,0.07054295899449659,0.07989585794721654
520,0.52,0.0095020671440091,0.07150433441549109,0.07762466275524249
521,0.521,0.00971182293550299,0.072628872787881,0.07564492129499878
522,0.522,0.009897305246280519,0.07389922117049741,0.07401713589912085
523,0.523,0.010058314518174016,0.07529469674922884,0.07277241099157239
524,0.524,0.010196136167466209,0.0767910361734766,0.07191562765687876
525,0.525,0.010313090698410396,0.07836073964819512,0.07143086491245865
526,0.526,0.010411990530547519,0.07997409463811844,0.07128800383767608
527,0.527,0.010495614267032105,0.0816007769506445,0.0714493919995629
528,0.528,0.010566295152806104,0.08321177719879613,0.07187549883193367
529,0.529,0.010625686929887773,0.08478131437952785,0.07252867027715193
530,0.53,0.01067472838489604,0.086288384178965,0.07337440537228268
531,0.531,0.010713787740404088,0.08771764243170099,0.07438001837335861
532,0.532,0.010742936253495164,0.08905942918292431,0.07551106690547693
533,0.533,0.010762280285609799,0.09030887581136693,0.07672642757501258
534,0.534,0.010772274132158574,0.0914641846664952,0.07797327362939965
535,0.535,0.010773942309469917,0.0925243071353623,0.07918335850403202
536,0.536,0.010768958606414594,0.09348635532286742,0.08027188531352125
537,0.537,0.010759556862154476,0.09434315275632343,0.08113985416363989
538,0.538,0.01074828013309194,0.0950813530572362,0.08168018310622349
539,0.539,0.010737604908565679,0.09568052725345821,0.08178718312748323
540,0.54,0.010729500376969715,0.0961135363271095,0.08136824642101848
541,0.541,0.010724996511020643,0.09634836309746708,0.0803560206194488
542,0.542,0.010723838338915347,0.09635137869486865,0.07871904603229862
543,0.543,0.0107242982175021,0.0960917767578422,0.07646895675626164
544,0.544,0.010723204492215796,0.09554665429648401,0.07366291897089117
545,0.545,0.010716223688322896,0.0947060043582183,0.07040087812072282
546,0.546,0.010698402443892419,0.09357677861225966,0.06681815806731828
547,0.547,0.010664931879728182,0.0921852369995999,0.06307471975766787
548,0.548,0.010612040885282704,0.09057704892570517,0.0593427614369022
549,0.549,0.010537864862246595,0.08881500809546161,0.05579430449590339
550,0.55,0.010443095570598193,0.0869746743017068,0.05259007048626274
551,0.551,0.010331226966332124,0.08513863735664418,0.04987048152614404
552,0.552,0.010208290385329069,0.08339031029208277,0.047749153059133964
553,0.553,0.010082103795091293,0.08180816005108604,0.04630888193712224
554,0.554,0.009961191663849081,0.08046110003560636,0.045599893994351604
555,0.555,0.009853607429051087,0.07940547121561581,0.04563999423148779
556,0.556,0.009765886095045771,0.07868371065057744,0.04641622950056068
557,0.557,0.009702289033235709,0.07832451782903282,0.04788769044809149
558,0.558,0.00966441571983808,0.07834412353399034,0.04998910860571126
559,0.559,0.009651180348590277,0.07874816004726903,0.052634915437757224
560,0.56,0.009659099309876205,0.07953362243152373,0.05572341097963207
561,0.561,0.009682808177787432,0.08069048270774437,0.05914066061451795
562,0.562,0.009715717575165116,0.08220264959499834,0.0627637566023651
563,0.5630000000000001,0.009750719387387821,0.08404813119364463,0.06646321948240907
564,0.5640000000000001,0.009780863806241838,0.08619843209755307,0.07010461100561383
565,0.5650000000000001,0.009799941419185186,0.08861737807499126,0.07354982954059053
566,0.5660000000000001,0.009802922148411296,0.09125969299543768,0.07665890296889266
567,0.5670000000000001,0.009786223646180633,0.09406974119695621,0.07929319143764535
568,0.5680000000000001,0.009747804535804476,0.0969808852067302,0.081320650473097
569,0.5690000000000001,0.009687100497097027,0.09991588731925871,0.0826232249029667
570,0.5700000000000001,0.009604840746257774,0.1027886984307873,0.0831057264690902
571,0.5710000000000001,0.009502795934303539,0.10550782399070102,0.08270493233428988
572,0.5720000000000001,0.009383513435087448,0.10798123488523803,0.08139733345281575
573,0.5730000000000001,0.009250091022793838,0.11012251331341438,0.07920406499699262
574,0.5740000000000001,0.009106024890690664,0.11185762593613446,0.07619203645337946
575,0.5750000000000001,0.008955144032645766,0.11313146225741999,0.07247099500831478
576,0.5760000000000001,0.008801613362090538,0.1139131473424797,0.06818698532100387
577,0.577,0.008649958922536602,0.11419920725629251,0.0635132132487708
578,0.578,0.008505050169581127,0.11401395803120118,0.058639571019490355
579,0.579,0.00837197747164728,0.1134069547945381,0.05376203784002431
580,0.58,0.00825579244079444,0.11244785888321518,0.04907291586912388
581,0.581,0.00816112639075884,0.11121951488010584,0.04475250962387711
582,0.582,0.008091748654420167,0.10981026823492446,0.04096250602400897
583,0.583,0.008050151974392135,0.1083065628180051,0.037841026445014636
584,0.584,0.00803724866613089,0.10678667599170377,0.03549913034491947
585,0.585,0.008052234857656292,0.10531615908792313,0.034018456163876665
586,0.586,0.008092644135462151,0.10394523913740361,0.033449679233166885
587,0.587,0.008154578279969765,0.10270816435968211,0.0338115320964979
588,0.588,0.008233077837601216,0.10162426954484516,0.03509025086616868
589,0.589,0.00832258043383563,0.10070039981289325,0.037239460317528006
590,0.59,0.008417408781482068,0.09993424976689558,0.04018066472739357
591,0.591,0.008512231528843228,0.09931813411780577,0.043804640483641744
592,0.592,0.008602447022411364,0.09884269409242774,0.047974096284047696
593,0.593,0.008684451682672734,0.09850005751819646,0.05252794501079194
594,0.594,0.008755769949136474,0.09828601309479956,0.057287396369834376
595,0.595,0.008815040253081538,0.09820083980522365,0.062063830997869385
596,0.596,0.008861869447984408,0.09824856058488196,0.06666808668778457
597,0.597,0.008896584588614212,0.09843457168007808,0.07092044430859568
598,0.598,0.008919923998764623,0.09876183493574597,0.07466034332725613
599,0.599,0.008932717610177804,0.09922610038328328,0.0777547841133035
